epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,19759.2,1.07898,0.74975,1.18957,0.90806,0.85666,0.94122,0.64563,1.20614,0.74084,1.25834,1.10063e-05,1.10063e-05,1.10063e-05
181,19857.6,1.07838,0.72798,1.18457,0.90337,0.85714,0.94034,0.6502,1.18595,0.73652,1.25305,1.02681e-05,1.02681e-05,1.02681e-05
182,19955.8,1.07912,0.71976,1.18097,0.90825,0.85714,0.93777,0.6483,1.19118,0.735,1.25411,9.56474e-06,9.56474e-06,9.56474e-06
183,20053.6,1.07714,0.73786,1.19471,0.90738,0.85714,0.94035,0.64871,1.18675,0.73488,1.25157,8.89639e-06,8.89639e-06,8.89639e-06
184,20151.4,1.07664,0.73918,1.19297,0.91028,0.85204,0.93966,0.65391,1.17331,0.73681,1.24819,8.26322e-06,8.26322e-06,8.26322e-06
185,20249.3,1.09658,0.75605,1.22129,0.90715,0.85969,0.94002,0.65067,1.17441,0.74018,1.24712,7.6654e-06,7.6654e-06,7.6654e-06
186,20347.1,1.09052,0.75377,1.21594,0.90839,0.85969,0.93951,0.64973,1.18236,0.73695,1.2491,7.10307e-06,7.10307e-06,7.10307e-06
187,20445.1,1.06842,0.73761,1.18723,0.91065,0.85795,0.94079,0.65004,1.17751,0.73603,1.2502,6.57636e-06,6.57636e-06,6.57636e-06
188,20542.6,1.07091,0.73092,1.17843,0.89938,0.86735,0.94085,0.65052,1.18263,0.73936,1.25034,6.08541e-06,6.08541e-06,6.08541e-06
189,20640.5,1.07469,0.77369,1.19984,0.90663,0.85714,0.94063,0.65035,1.18464,0.7358,1.24744,5.63034e-06,5.63034e-06,5.63034e-06
190,20739.8,1.08178,0.74211,1.18682,0.91073,0.85886,0.94061,0.64949,1.18119,0.73344,1.24883,5.21127e-06,5.21127e-06,5.21127e-06
191,20836.8,0.88485,0.61711,1.07882,0.9003,0.86735,0.93728,0.63803,1.19824,0.81281,1.25433,4.82828e-06,4.82828e-06,4.82828e-06
192,20949.9,0.86324,0.60792,1.07123,0.90205,0.86929,0.93487,0.63641,1.20309,0.85891,1.25773,4.48149e-06,4.48149e-06,4.48149e-06
193,21064.7,0.8732,0.62106,1.077,0.90627,0.8648,0.93433,0.63373,1.21003,0.86785,1.26016,4.17097e-06,4.17097e-06,4.17097e-06
194,21181.2,0.8843,0.61529,1.07325,0.90638,0.86438,0.93308,0.63591,1.19781,0.87412,1.25741,3.8968e-06,3.8968e-06,3.8968e-06
195,21285.5,0.87817,0.59943,1.06776,0.90348,0.86735,0.93386,0.63297,1.21147,0.8578,1.26257,3.65905e-06,3.65905e-06,3.65905e-06
196,21390.6,0.84983,0.59125,1.05636,0.91009,0.86735,0.93458,0.64189,1.19524,0.85083,1.25878,3.45778e-06,3.45778e-06,3.45778e-06
197,21502.7,0.8597,0.60046,1.06989,0.90635,0.86413,0.93494,0.63933,1.2041,0.84618,1.26171,3.29303e-06,3.29303e-06,3.29303e-06
198,21608.9,0.85592,0.59509,1.07221,0.90169,0.86735,0.93419,0.63825,1.19762,0.84628,1.25926,3.16485e-06,3.16485e-06,3.16485e-06
199,21712.2,0.87211,0.59782,1.07903,0.90656,0.8663,0.93603,0.63793,1.2052,0.83758,1.26165,3.07328e-06,3.07328e-06,3.07328e-06
200,21811.4,0.86328,0.57967,1.05718,0.90629,0.86347,0.93575,0.63852,1.20412,0.83408,1.25909,3.01832e-06,3.01832e-06,3.01832e-06
